CAM.x	participantCAM.x	id	text	value	comment	date	x_pos	y_pos	isDraggable	isDeletable.x	isTextChangeable	isActive.x	CAM.y	participantCAM.y	id.y	idending	intensity	agreement	isBidirectional	isDeletable.y	isActive.y
2392	fastst2_2392	39179	Benefits sleep disorders	1	NA	16:28:46	1017	124	NA	NA	NA	NA	2392	fastst2_2392	35639	39171	6	1	0	NA	NA
2392	fastst2_2392	39178	Less fatigue in workplace	1	NA		924	200	NA	NA	NA	NA	2392	fastst2_2392	35640	39171	6	1	0	NA	NA
2392	fastst2_2392	39171	Health benefits	2	NA		813	45	NA	NA	NA	NA	2392	fastst2_2392	35636	39170	6	1	1	NA	NA
2392	fastst2_2392	39170	technological implant	0	NA		582	202	NA	NA	NA	NA	2392	fastst2_2392	35648	39176	6	1	0	NA	NA
2392	fastst2_2392	39170	technological implant	0	NA		582	202	NA	NA	NA	NA	2392	fastst2_2392	35647	39174	6	1	0	NA	NA
2392	fastst2_2392	39170	technological implant	0	NA		582	202	NA	NA	NA	NA	2392	fastst2_2392	35646	39175	6	1	0	NA	NA
2392	fastst2_2392	39170	technological implant	0	NA		582	202	NA	NA	NA	NA	2392	fastst2_2392	35636	39171	6	1	1	NA	NA
2187	foblcr2_2187	31795	sustainable	10	NA	11:13:20	788	594	NA	NA	NA	NA	2187	foblcr2_2187	31754	31790	6	1	0	NA	NA
2187	foblcr2_2187	31795	sustainable	10	NA	11:13:20	788	594	NA	NA	NA	NA	2187	foblcr2_2187	31753	31787	6	1	0	NA	NA
2187	foblcr2_2187	31786	'preparedness to kill	-3	some are concerned that the implant could alter the mind of the soldiers and increase their 'preparedness to kill'	11:12:07	155.438	515.663	NA	NA	NA	NA	2187	foblcr2_2187	31746	31785	6	1	0	NA	NA
2187	foblcr2_2187	31794	partying for days	-2	NA	11:10:35	938.75	437.25	NA	NA	NA	NA	2187	foblcr2_2187	31752	31793	6	0	0	NA	NA
2187	foblcr2_2187	31794	partying for days	-2	NA	11:10:35	938.75	437.25	NA	NA	NA	NA	2187	foblcr2_2187	31751	31792	6	1	0	NA	NA
2187	foblcr2_2187	31793	studying	1	NA		961	275.5	NA	NA	NA	NA	2187	foblcr2_2187	31750	31792	6	1	0	NA	NA
2187	foblcr2_2187	31792	young people	10	NA		713.333	337.778	NA	NA	NA	NA	2187	foblcr2_2187	31749	31778	6	1	0	NA	NA
2187	foblcr2_2187	31791	sleep-wake	10	NA	11:09:00	492.434	167	NA	NA	NA	NA	2187	foblcr2_2187	31745	31780	6	1	0	NA	NA
2187	foblcr2_2187	31791	sleep-wake	10	NA	11:09:00	492.434	167	NA	NA	NA	NA	2187	foblcr2_2187	31744	31784	6	1	0	NA	NA
2187	foblcr2_2187	31791	sleep-wake	10	NA	11:09:00	492.434	167	NA	NA	NA	NA	2187	foblcr2_2187	31743	31783	6	1	0	NA	NA
2187	foblcr2_2187	31791	sleep-wake	10	NA	11:09:00	492.434	167	NA	NA	NA	NA	2187	foblcr2_2187	31742	31782	6	1	0	NA	NA
2187	foblcr2_2187	31791	sleep-wake	10	NA	11:09:00	492.434	167	NA	NA	NA	NA	2187	foblcr2_2187	31740	31778	6	1	0	NA	NA
2187	foblcr2_2187	31790	powers itself	10	NA		759.222	471.333	NA	NA	NA	NA	2187	foblcr2_2187	31748	31787	6	1	0	NA	NA
2187	foblcr2_2187	31789	social exclusion	-3	NA		126.222	305.778	NA	NA	NA	NA	2187	foblcr2_2187	31735	31778	6	1	0	NA	NA
2187	foblcr2_2187	31788	self-destroys	10	NA		594.333	522.556	NA	NA	NA	NA	2187	foblcr2_2187	31747	31787	6	1	0	NA	NA
2187	foblcr2_2187	31787	characteristics	10	NA	11:06:40	584.778	399	NA	NA	NA	NA	2187	foblcr2_2187	31741	31778	6	1	0	NA	NA
2187	foblcr2_2187	31785	military	10	NA		314.444	414.444	NA	NA	NA	NA	2187	foblcr2_2187	31734	31778	6	1	0	NA	NA
2187	foblcr2_2187	31781	unnatural	-1	NA		112	36	NA	NA	NA	NA	2187	foblcr2_2187	31738	31779	6	1	0	NA	NA
2187	foblcr2_2187	31780	hacking	-1	NA		301	20	NA	NA	NA	NA	2187	foblcr2_2187	31739	31779	6	1	0	NA	NA
2187	foblcr2_2187	31779	implanted in brain	-3	NA	11:04:29	228	132	NA	NA	NA	NA	2187	foblcr2_2187	31736	31778	6	1	0	NA	NA
2157	gicrto2_2157	31352	Will companies use this as an excuse to increase working time	-2	NA	18:55:59	899.302	805.391	NA	NA	NA	NA	2157	gicrto2_2157	31226	31335	6	0	0	NA	NA
2157	gicrto2_2157	31350	Will it be expensive?	-2	NA	18:54:32	351.301	477.317	NA	NA	NA	NA	2157	gicrto2_2157	31235	31278	6	0	0	NA	NA
2157	gicrto2_2157	31339	Long term damage to the minds of people that will take years to manifest	-2	NA	18:49:28	790.655	433.442	NA	NA	NA	NA	2157	gicrto2_2157	31236	31278	9	0	0	NA	NA
2157	gicrto2_2157	31335	Will companies enforce usage and monitor  sleep patterns. 	-1	Disciplining a worker for being up to late before work or monitoring for naps of night shift workers	18:48:24	1001.67	641.667	NA	NA	NA	NA	2157	gicrto2_2157	31225	31320	6	0	0	NA	NA
2157	gicrto2_2157	31329	Will governments be allowed to control devices?	-2	To send all those participating in a protest to sleep for example	18:46:28	754.988	667.993	NA	NA	NA	NA	2157	gicrto2_2157	31224	31320	9	0	0	NA	NA
2157	gicrto2_2157	31320	App and data security concerns	-1	NA	18:41:13	504	444	NA	NA	NA	NA	2157	gicrto2_2157	31223	31278	6	0	0	NA	NA
2157	gicrto2_2157	31316	Could be dangerous in some situations if normal wake ups are prevented	-2	For example a house fire if the implant keeps a person asleep where normally they might be alerted to danger. 	18:40:47	91	449	NA	NA	NA	NA	2157	gicrto2_2157	31234	31325	6	0	1	NA	NA
2157	gicrto2_2157	31316	Could be dangerous in some situations if normal wake ups are prevented	-2	For example a house fire if the implant keeps a person asleep where normally they might be alerted to danger. 	18:40:47	91	449	NA	NA	NA	NA	2157	gicrto2_2157	31233	31278	6	0	0	NA	NA
2157	gicrto2_2157	31313	Simple to control	2	NA	18:39:07	624.977	318.976	NA	NA	NA	NA	2157	gicrto2_2157	31219	31310	6	1	0	NA	NA
2157	gicrto2_2157	31313	Simple to control	2	NA	18:39:07	624.977	318.976	NA	NA	NA	NA	2157	gicrto2_2157	31218	31278	6	1	0	NA	NA
2157	gicrto2_2157	31307	Could help with external noise/distractions when trying to sleep	2	NA	18:38:06	121.993	20	NA	NA	NA	NA	2157	gicrto2_2157	31214	31300	6	1	0	NA	NA
2157	gicrto2_2157	31305	Allows for control over when to sleep without alarms	2	NA	18:37:16	314	42	NA	NA	NA	NA	2157	gicrto2_2157	31216	31300	6	1	0	NA	NA
2157	gicrto2_2157	31302	Allows for better time management	2	NA	18:36:37	589.999	96.9751	NA	NA	NA	NA	2157	gicrto2_2157	31217	31278	9	1	0	NA	NA
2157	gicrto2_2157	31300	Helps with sleep	3	NA	18:37:18	312.977	144.988	NA	NA	NA	NA	2157	gicrto2_2157	31220	31344	6	1	1	NA	NA
2157	gicrto2_2157	31300	Helps with sleep	3	NA	18:37:18	312.977	144.988	NA	NA	NA	NA	2157	gicrto2_2157	31211	31278	9	1	0	NA	NA
2157	gicrto2_2157	31296	will help research into sleep disorders	2	This could benefit both users and non-users of the technology.	18:35:56	76.9883	120.994	NA	NA	NA	NA	2157	gicrto2_2157	31213	31284	6	1	0	NA	NA
2157	gicrto2_2157	31296	will help research into sleep disorders	2	This could benefit both users and non-users of the technology.	18:35:56	76.9883	120.994	NA	NA	NA	NA	2157	gicrto2_2157	31212	31278	9	1	0	NA	NA
2157	gicrto2_2157	31344	Being able to sleep in situations that are normally difficult like while flying	2	NA	18:50:27	511.308	7.62114	NA	NA	NA	NA	2157	gicrto2_2157	31220	31300	6	1	1	NA	NA
2157	gicrto2_2157	31325	Will there be manual ways to prevent malfunctioning software causing damage	-2	NA	18:42:43	372	571	NA	NA	NA	NA	2157	gicrto2_2157	31234	31316	6	0	1	NA	NA
2121	grstri2_2121	30751	Could be used for profit, drives capitalism	-2	 		806	149.714	NA	NA	NA	NA	2121	grstri2_2121	30473	30651	6	1	0	NA	NA
2121	grstri2_2121	30899	Could make a lot of money for people	1	 		439.714	82.4286	NA	NA	NA	NA	2121	grstri2_2121	30575	30751	6	0	0	NA	NA
2183	guohti2_2183	31719	people would be more productive	1	NA	NA	659	411	NA	NA	NA	NA	2183	guohti2_2183	31621	31717	6	1	1	NA	NA
2183	guohti2_2183	31718	some might have religious objections	10	NA	NA	830	25	NA	NA	NA	NA	2183	guohti2_2183	31619	31713	6	1	0	NA	NA
2183	guohti2_2183	31718	some might have religious objections	10	NA	NA	830	25	NA	NA	NA	NA	2183	guohti2_2183	31618	31711	6	1	0	NA	NA
2183	guohti2_2183	31717	may help with sleep disorders	3	NA	NA	564	265	NA	NA	NA	NA	2183	guohti2_2183	31612	31711	6	1	0	NA	NA
2183	guohti2_2183	31716	unknown long term affects	-1	NA	NA	262	275	NA	NA	NA	NA	2183	guohti2_2183	31604	31715	6	1	0	NA	NA
2183	guohti2_2183	31715	people may become dependent on implant	-1	NA	NA	203	127.986	NA	NA	NA	NA	2183	guohti2_2183	31617	31711	6	1	0	NA	NA
2183	guohti2_2183	31713	may be expensive and only available to higher class	-2	NA	NA	773	129	NA	NA	NA	NA	2183	guohti2_2183	31616	31711	6	1	0	NA	NA
2183	guohti2_2183	31717	may help with sleep disorders	3	NA	NA	564	265	NA	NA	NA	NA	2183	guohti2_2183	31621	31719	6	1	1	NA	NA
2156	habrfa2_2156	31272	Influence decision making	-2	NA		621	501	NA	NA	NA	NA	2156	habrfa2_2156	31115	31267	6	1	0	NA	NA
2156	habrfa2_2156	31269	Access to sensitive data/memories	-2	NA		1022	544	NA	NA	NA	NA	2156	habrfa2_2156	31105	31267	6	1	0	NA	NA
2156	habrfa2_2156	31267	Implant to modified to harm individuals	-3	NA		797	544	NA	NA	NA	NA	2156	habrfa2_2156	31100	31189	6	1	1	NA	NA
2156	habrfa2_2156	31260	More/better quality sleep	3	NA	18:27:25	545	371	NA	NA	NA	NA	2156	habrfa2_2156	31092	31169	6	1	0	NA	NA
2156	habrfa2_2156	31258	Children could perform better in school	1	NA		452	542	NA	NA	NA	NA	2156	habrfa2_2156	31093	31260	6	1	1	NA	NA
2156	habrfa2_2156	31258	Children could perform better in school	1	NA		452	542	NA	NA	NA	NA	2156	habrfa2_2156	31090	31179	6	1	1	NA	NA
2156	habrfa2_2156	31251	Abuse of the implant by employers to encourage unreasonal work hours	-1	NA	18:26:10	110	519	NA	NA	NA	NA	2156	habrfa2_2156	31084	31179	6	1	0	NA	NA
2156	habrfa2_2156	31228	Unknown Side Effects	-2	NA		520	20	NA	NA	NA	NA	2156	habrfa2_2156	31054	31177	6	0	0	NA	NA
2156	habrfa2_2156	31218	No need for additive drug treatments	1	NA	18:21:47	943	20	NA	NA	NA	NA	2156	habrfa2_2156	31075	31175	6	1	1	NA	NA
2156	habrfa2_2156	31209	Expanding medical research/treatments for other disorders	3	NA	18:20:42	1067	107	NA	NA	NA	NA	2156	habrfa2_2156	31032	31196	6	1	1	NA	NA
2156	habrfa2_2156	31209	Expanding medical research/treatments for other disorders	3	NA	18:20:42	1067	107	NA	NA	NA	NA	2156	habrfa2_2156	31030	31175	6	1	1	NA	NA
2156	habrfa2_2156	31196	Modification of implant to perform other function	10	NA	18:19:42	1049	283	NA	NA	NA	NA	2156	habrfa2_2156	31021	31189	6	1	1	NA	NA
2156	habrfa2_2156	31189	Potential for hacking	-3	NA		1059	432	NA	NA	NA	NA	2156	habrfa2_2156	31012	31174	6	1	1	NA	NA
2156	habrfa2_2156	31183	Sexual Assault/Rape	-3	NA		801	224	NA	NA	NA	NA	2156	habrfa2_2156	31014	31174	6	1	1	NA	NA
2156	habrfa2_2156	31179	Improved Productivity	10	NA		311	415	NA	NA	NA	NA	2156	habrfa2_2156	31095	31260	6	1	1	NA	NA
2156	habrfa2_2156	31179	Improved Productivity	10	NA		311	415	NA	NA	NA	NA	2156	habrfa2_2156	31069	31235	6	1	1	NA	NA
2156	habrfa2_2156	31179	Improved Productivity	10	NA		311	415	NA	NA	NA	NA	2156	habrfa2_2156	30987	31169	6	1	0	NA	NA
2156	habrfa2_2156	31177	Improved military performance	10	NA		303	111	NA	NA	NA	NA	2156	habrfa2_2156	31045	31226	6	1	1	NA	NA
2156	habrfa2_2156	31177	Improved military performance	10	NA		303	111	NA	NA	NA	NA	2156	habrfa2_2156	30985	31169	6	1	0	NA	NA
2156	habrfa2_2156	31175	Treatment of Sleep Disorders	3	NA	18:17:08	728	106	NA	NA	NA	NA	2156	habrfa2_2156	30984	31169	9	1	0	NA	NA
2156	habrfa2_2156	31174	Criminal Abuse	-3	NA		754	407	NA	NA	NA	NA	2156	habrfa2_2156	30981	31169	9	1	0	NA	NA
2156	habrfa2_2156	31260	More/better quality sleep	3	NA	18:27:25	545	371	NA	NA	NA	NA	2156	habrfa2_2156	31095	31179	6	1	1	NA	NA
2156	habrfa2_2156	31260	More/better quality sleep	3	NA	18:27:25	545	371	NA	NA	NA	NA	2156	habrfa2_2156	31093	31258	6	1	1	NA	NA
2156	habrfa2_2156	31235	Able to work more flexibly	1	NA		146	286	NA	NA	NA	NA	2156	habrfa2_2156	31069	31179	6	1	1	NA	NA
2156	habrfa2_2156	31226	Lack of time/place to sleep for soldiers would be less of an issue	1	NA		96	20	NA	NA	NA	NA	2156	habrfa2_2156	31045	31177	6	1	1	NA	NA
2156	habrfa2_2156	31196	Modification of implant to perform other function	10	NA	18:19:42	1049	283	NA	NA	NA	NA	2156	habrfa2_2156	31032	31209	6	1	1	NA	NA
2156	habrfa2_2156	31189	Potential for hacking	-3	NA		1059	432	NA	NA	NA	NA	2156	habrfa2_2156	31100	31267	6	1	1	NA	NA
2156	habrfa2_2156	31189	Potential for hacking	-3	NA		1059	432	NA	NA	NA	NA	2156	habrfa2_2156	31021	31196	6	1	1	NA	NA
2156	habrfa2_2156	31179	Improved Productivity	10	NA		311	415	NA	NA	NA	NA	2156	habrfa2_2156	31090	31258	6	1	1	NA	NA
2156	habrfa2_2156	31175	Treatment of Sleep Disorders	3	NA	18:17:08	728	106	NA	NA	NA	NA	2156	habrfa2_2156	31075	31218	6	1	1	NA	NA
2156	habrfa2_2156	31175	Treatment of Sleep Disorders	3	NA	18:17:08	728	106	NA	NA	NA	NA	2156	habrfa2_2156	31030	31209	6	1	1	NA	NA
2156	habrfa2_2156	31174	Criminal Abuse	-3	NA		754	407	NA	NA	NA	NA	2156	habrfa2_2156	31014	31183	6	1	1	NA	NA
2156	habrfa2_2156	31174	Criminal Abuse	-3	NA		754	407	NA	NA	NA	NA	2156	habrfa2_2156	31012	31189	6	1	1	NA	NA
2167	halida2_2167	31441	it could be used to control people	-3	NA	19:38:27	464	411	NA	NA	NA	NA	2167	halida2_2167	31344	31414	6	1	0	NA	NA
2167	halida2_2167	31435	it helps those struggling to sleep / sleep problems	3	NA		360	26	NA	NA	NA	NA	2167	halida2_2167	31340	31414	6	1	0	NA	NA
2167	halida2_2167	31431	it could be used to sleep all the time for people who are depressed rather than seeking help	-3	NA		685	363	NA	NA	NA	NA	2167	halida2_2167	31343	31414	6	1	0	NA	NA
2167	halida2_2167	31427	it could be hacked eg by governments	-3	NA		703	92	NA	NA	NA	NA	2167	halida2_2167	31342	31414	6	1	0	NA	NA
2167	halida2_2167	31418	it is sustainable	3	NA		161	405	NA	NA	NA	NA	2167	halida2_2167	31345	31414	6	1	0	NA	NA
2167	halida2_2167	31417	it self-repairs	3	NA		157	124	NA	NA	NA	NA	2167	halida2_2167	31352	31414	6	1	0	NA	NA
2147	hateah2_2147	31098	Design	3	NA		879	320	NA	NA	NA	NA	2147	hateah2_2147	30893	31076	6	0	0	NA	NA
2147	hateah2_2147	31098	Design	3	NA		879	320	NA	NA	NA	NA	2147	hateah2_2147	30890	31071	6	0	0	NA	NA
2147	hateah2_2147	31098	Design	3	NA		879	320	NA	NA	NA	NA	2147	hateah2_2147	30878	31091	6	1	0	NA	NA
2147	hateah2_2147	31098	Design	3	NA		879	320	NA	NA	NA	NA	2147	hateah2_2147	30877	31095	6	1	0	NA	NA
2147	hateah2_2147	31087	Regulated Sleep	2	NA	18:06:04	1119	177	NA	NA	NA	NA	2147	hateah2_2147	30881	31082	6	1	0	NA	NA
2147	hateah2_2147	31083	Productivity	2	NA	18:05:42	1109	20	NA	NA	NA	NA	2147	hateah2_2147	30883	31082	6	1	0	NA	NA
2147	hateah2_2147	31076	Availability	10	NA		736	458	NA	NA	NA	NA	2147	hateah2_2147	30876	30990	6	1	0	NA	NA
2147	hateah2_2147	31071	Life Span	10	NA		521	457	NA	NA	NA	NA	2147	hateah2_2147	30875	30990	6	1	0	NA	NA
2147	hateah2_2147	31065	Status	-2	NA	18:04:19	29	289	NA	NA	NA	NA	2147	hateah2_2147	30862	31042	6	1	0	NA	NA
2147	hateah2_2147	31065	Status	-2	NA	18:04:19	29	289	NA	NA	NA	NA	2147	hateah2_2147	30861	31022	6	1	0	NA	NA
2147	hateah2_2147	31057	Advancements	2	NA		309	544	NA	NA	NA	NA	2147	hateah2_2147	30870	31045	6	1	0	NA	NA
2147	hateah2_2147	31054	Limited Evidence	-2	NA		20	544	NA	NA	NA	NA	2147	hateah2_2147	30867	31045	6	0	0	NA	NA
2147	hateah2_2147	31042	Ethical Issues	-3	NA	18:02:46	382	144	NA	NA	NA	NA	2147	hateah2_2147	30898	31026	6	1	0	NA	NA
2147	hateah2_2147	31042	Ethical Issues	-3	NA	18:02:46	382	144	NA	NA	NA	NA	2147	hateah2_2147	30860	31033	6	1	0	NA	NA
2147	hateah2_2147	31033	Technology Abuse	-2	NA		156	146	NA	NA	NA	NA	2147	hateah2_2147	30859	31022	6	1	0	NA	NA
2147	hateah2_2147	31026	Data Privacy	-2	NA		255	23	NA	NA	NA	NA	2147	hateah2_2147	30858	31022	6	1	0	NA	NA
2147	hateah2_2147	30990	technological implant	0	NA		585	280	NA	NA	NA	NA	2147	hateah2_2147	30884	31082	6	1	1	NA	NA
2147	hateah2_2147	30990	technological implant	0	NA		585	280	NA	NA	NA	NA	2147	hateah2_2147	30879	31098	6	1	1	NA	NA
2147	hateah2_2147	30990	technological implant	0	NA		585	280	NA	NA	NA	NA	2147	hateah2_2147	30871	31045	6	1	1	NA	NA
2147	hateah2_2147	30990	technological implant	0	NA		585	280	NA	NA	NA	NA	2147	hateah2_2147	30864	31042	6	0	1	NA	NA
2147	hateah2_2147	31098	Design	3	NA		879	320	NA	NA	NA	NA	2147	hateah2_2147	30879	30990	6	1	1	NA	NA
2147	hateah2_2147	31082	Health Benefits	3	NA	18:05:44	887	116	NA	NA	NA	NA	2147	hateah2_2147	30884	30990	6	1	1	NA	NA
2147	hateah2_2147	31045	Research	0	NA		220	421	NA	NA	NA	NA	2147	hateah2_2147	30871	30990	6	1	1	NA	NA
2147	hateah2_2147	31042	Ethical Issues	-3	NA	18:02:46	382	144	NA	NA	NA	NA	2147	hateah2_2147	30864	30990	6	0	1	NA	NA
2169	haweph2_2169	31545	System could be hacked as used for bad reasons	-2	NA	NA	414	351	NA	NA	NA	NA	2169	haweph2_2169	31461	31436	6	1	0	NA	NA
2169	haweph2_2169	31545	System could be hacked as used for bad reasons	-2	NA	NA	414	351	NA	NA	NA	NA	2169	haweph2_2169	31460	31447	6	1	0	NA	NA
2169	haweph2_2169	31543	If developed by government, could use a lot of money	-1	NA	NA	529	446	NA	NA	NA	NA	2169	haweph2_2169	31459	31490	6	1	0	NA	NA
2169	haweph2_2169	31543	If developed by government, could use a lot of money	-1	NA	NA	529	446	NA	NA	NA	NA	2169	haweph2_2169	31456	31447	6	1	0	NA	NA
2169	haweph2_2169	31533	More productive workforce	1	NA	NA	456	117	NA	NA	NA	NA	2169	haweph2_2169	31446	31434	6	1	0	NA	NA
2169	haweph2_2169	31533	More productive workforce	1	NA	NA	456	117	NA	NA	NA	NA	2169	haweph2_2169	31445	31438	6	1	0	NA	NA
2169	haweph2_2169	31527	Long-term effects not known	-1	NA	NA	272	575	NA	NA	NA	NA	2169	haweph2_2169	31415	31436	6	1	0	NA	NA
2169	haweph2_2169	31526	Not natural	-1	NA	NA	68	572	NA	NA	NA	NA	2169	haweph2_2169	31418	31436	6	1	0	NA	NA
2169	haweph2_2169	31521	Requires implant into brain	-1	NA	NA	289	450	NA	NA	NA	NA	2169	haweph2_2169	31421	31436	6	1	0	NA	NA
2169	haweph2_2169	31520	Health problems assiciated with sleep disorders reduced	3	NA	NA	704	225	NA	NA	NA	NA	2169	haweph2_2169	31425	31438	6	1	0	NA	NA
2169	haweph2_2169	31515	Jobs created to produce product	1	NA	NA	576	27	NA	NA	NA	NA	2169	haweph2_2169	31428	31438	6	1	0	NA	NA
2169	haweph2_2169	31510	Sales could boost economy	1	NA	NA	776	23	NA	NA	NA	NA	2169	haweph2_2169	31427	31438	6	1	0	NA	NA
2169	haweph2_2169	31504	could cause division in society	-2	NA	NA	724	330	NA	NA	NA	NA	2169	haweph2_2169	31424	31447	6	1	0	NA	NA
2169	haweph2_2169	31499	Soldiers may become too eager to kill	-3	NA	NA	720	552	NA	NA	NA	NA	2169	haweph2_2169	31423	31447	6	1	0	NA	NA
2169	haweph2_2169	31490	Employees can be taken advantage of	-2	NA	NA	519	546	NA	NA	NA	NA	2169	haweph2_2169	31422	31447	6	1	0	NA	NA
2169	haweph2_2169	31461	Helps people in certain work situations	3	NA	NA	90	225	NA	NA	NA	NA	2169	haweph2_2169	31402	31434	6	1	0	NA	NA
2169	haweph2_2169	31479	Keeps people awake too long	-2	NA	NA	74	349	NA	NA	NA	NA	2169	haweph2_2169	31420	31436	6	1	0	NA	NA
2169	haweph2_2169	31472	Helps people sleep in noisy and bright environments	3	NA	NA	306	27	NA	NA	NA	NA	2169	haweph2_2169	31404	31434	6	1	0	NA	NA
2169	haweph2_2169	31466	Regulates healthy sleep patterns	3	NA	NA	94	20	NA	NA	NA	NA	2169	haweph2_2169	31403	31434	6	1	0	NA	NA
2169	haweph2_2169	31447	Bad for society	-3	NA	NA	729	435	NA	NA	NA	NA	2169	haweph2_2169	31435	31423	6	1	0	NA	NA
2169	haweph2_2169	31438	Good for society	0	NA	NA	703	124	NA	NA	NA	NA	2169	haweph2_2169	31429	31423	6	1	0	NA	NA
2169	haweph2_2169	31436	Harms People	-3	NA	NA	81	468	NA	NA	NA	NA	2169	haweph2_2169	31432	31423	6	1	0	NA	NA
2169	haweph2_2169	31434	Helps people	1	NA	NA	96	118	NA	NA	NA	NA	2169	haweph2_2169	31405	31423	6	1	0	NA	NA
2114	kabosa2_2114	30662	Helps econimists	2	NA		798	232	NA	NA	NA	NA	2114	kabosa2_2114	30411	30600	6	1	0	NA	NA
2114	kabosa2_2114	30656	Helps military	10	NA	17:41:07	474	20	NA	NA	NA	NA	2114	kabosa2_2114	30402	30600	6	1	0	NA	NA
2114	kabosa2_2114	30646	Less social skills	-2	NA		213	468	NA	NA	NA	NA	2114	kabosa2_2114	30390	30610	6	1	0	NA	NA
2114	kabosa2_2114	30646	Less social skills	-2	NA		213	468	NA	NA	NA	NA	2114	kabosa2_2114	30389	30636	6	1	0	NA	NA
2114	kabosa2_2114	30636	More closed off	-2	NA		186	126	NA	NA	NA	NA	2114	kabosa2_2114	30387	30610	6	1	0	NA	NA
2114	kabosa2_2114	30636	More closed off	-2	NA		186	126	NA	NA	NA	NA	2114	kabosa2_2114	30385	30600	6	0	0	NA	NA
2114	kabosa2_2114	30615	Easy to repair	2	NA		710	67	NA	NA	NA	NA	2114	kabosa2_2114	30373	30600	6	1	0	NA	NA
2114	kabosa2_2114	30610	More irritable	-1	NA		253	295	NA	NA	NA	NA	2114	kabosa2_2114	30372	30605	6	1	0	NA	NA
2114	kabosa2_2114	30605	Less sleep - more fatigue after	-2	NA		509	340	NA	NA	NA	NA	2114	kabosa2_2114	30369	30602	6	0	0	NA	NA
2114	kabosa2_2114	30605	Less sleep - more fatigue after	-2	NA		509	340	NA	NA	NA	NA	2114	kabosa2_2114	30368	30601	6	0	0	NA	NA
2114	kabosa2_2114	30602	Can go to more parties/study more	1	NA		676	595	NA	NA	NA	NA	2114	kabosa2_2114	30367	30601	9	1	0	NA	NA
2114	kabosa2_2114	30601	Can do tasks with less sleep	2	NA		746	341	NA	NA	NA	NA	2114	kabosa2_2114	30366	30600	6	1	0	NA	NA
2144	knbane2_2144	31136	Social pressure	-2	Could this app lead people to feel under pressure to use it? Could it maybe even become something of a status symbol?	18:12:02	489	480	NA	NA	NA	NA	2144	knbane2_2144	30915	31047	6	1	0	NA	NA
2144	knbane2_2144	31991	Technological Implant	0	NA		168	20	NA	NA	NA	NA	2144	knbane2_2144	31903	31123	6	1	0	NA	NA
2144	knbane2_2144	31991	Technological Implant	0	NA		168	20	NA	NA	NA	NA	2144	knbane2_2144	31902	31200	6	1	0	NA	NA
2144	knbane2_2144	31991	Technological Implant	0	NA		168	20	NA	NA	NA	NA	2144	knbane2_2144	31901	31136	6	1	0	NA	NA
2144	knbane2_2144	31991	Technological Implant	0	NA		168	20	NA	NA	NA	NA	2144	knbane2_2144	31900	31014	9	1	0	NA	NA
2144	knbane2_2144	31991	Technological Implant	0	NA		168	20	NA	NA	NA	NA	2144	knbane2_2144	31899	31223	6	1	0	NA	NA
2144	knbane2_2144	31223	Improved health service?	2	With sleep being regulated this could lead to less accidents and injuries due to tiredness and therefore be less of a burden on a nation's healthcare system allowing Doctors and nurses to focus on more chronic conditions patients may have.	18:23:49	369	45	NA	NA	NA	NA	2144	knbane2_2144	31066	30998	6	1	0	NA	NA
2144	knbane2_2144	31200	Economic opportunities	-2	Would employers prefer people with this app? Would it enable people to work harder for longer? If so, where does this leave those without it?	18:20:45	748	460	NA	NA	NA	NA	2144	knbane2_2144	31031	31136	9	1	0	NA	NA
2144	knbane2_2144	31047	Improved mental health	2	Just as improved sleep may improve mental health i wonder if this app could could anxiety about not having it and how people may be perceived and therefore actually contribute to poorer mental health too?	18:14:12	140	289	NA	NA	NA	NA	2144	knbane2_2144	31070	31136	6	0	0	NA	NA
2144	knbane2_2144	31047	Improved mental health	2	Just as improved sleep may improve mental health i wonder if this app could could anxiety about not having it and how people may be perceived and therefore actually contribute to poorer mental health too?	18:14:12	140	289	NA	NA	NA	NA	2144	knbane2_2144	30777	31014	6	1	0	NA	NA
2144	knbane2_2144	31123	Side effects?	-2	Is it possible there could be unforeseen side effects to using this app in the longer term or for extended periods of time?	18:10:22	709	250	NA	NA	NA	NA	2144	knbane2_2144	30902	31068	9	1	0	NA	NA
2144	knbane2_2144	31014	Sleep Aid	2	This could be massively important for people who struggle to get enough sleep and could have positive mental health benefits.	18:02:33	132	114	NA	NA	NA	NA	2144	knbane2_2144	30725	30998	9	1	0	NA	NA
2146	lamigr2_2146	31204	natural	0	could this potentially be unhealthy for us	18:21:17	38	195	NA	NA	NA	NA	2146	lamigr2_2146	31026	31128	6	1	0	NA	NA
2146	lamigr2_2146	31156	less addiction 	2	to sleeping medication	18:16:41	38	386	NA	NA	NA	NA	2146	lamigr2_2146	30954	31031	6	0	0	NA	NA
2146	lamigr2_2146	31156	less addiction 	2	to sleeping medication	18:16:41	38	386	NA	NA	NA	NA	2146	lamigr2_2146	30940	31128	6	1	0	NA	NA
2146	lamigr2_2146	31128	Sleep disorders	1	NA		140	294	NA	NA	NA	NA	2146	lamigr2_2146	30901	30988	6	1	0	NA	NA
2146	lamigr2_2146	31111	Factories used	0	NA		819	268	NA	NA	NA	NA	2146	lamigr2_2146	30873	31049	6	0	0	NA	NA
